,parameter,MAP,hpd_l,hpd_u
0,D,0.012010624596398352,2.0484217569661036e-06,0.04405685981691713
1,S,0.6641061877467073,0.2872624431202234,1.3460325726964193
2,variance,156.64238001455212,154.38236390702266,158.9477631347589
3,lengthscale,17.675118594623648,15.967381259618874,19.511042065343528
4,variance_m,17.919554316290547,15.669910303921828,20.295018272583135
5,variance_p,42.0279980395089,38.676650769821876,45.47938092260309
