,Unnamed: 0,parameter,MAP,hpd_l,hpd_u
0,0,D,0.0286,0.0,0.063
1,1,S,0.3212,0.1368,0.5784
2,2,variance,38.2889,35.1992,41.4092
3,3,lengthscale,19.0135,17.2692,20.9202
4,4,variance_m,2.9922,2.0896,4.2772
5,5,variance_p,34.3551,30.4644,38.4276
