,parameter,MAP,hpd_l,hpd_u
0,D,0.027832445406765032,1.0638600390766821,1.0638600390766821
1,S,0.4109645452445845,3.7807809618249744,3.7807809618249744
2,variance,110.44806375705441,110.66834653082748,110.66834653082748
3,lengthscale,16.055358642415374,16.249102557001024,16.249102557001024
4,variance_m,6.066706208951833,5.72534295553316,5.72534295553316
5,variance_p,20.042499833139622,20.909493590548244,20.909493590548244
