,parameter,MAP,hpd_l,hpd_u
0,D,0.0,3.8013583995506672e-06,0.11249848977202312
1,S,30.757211787714837,2.8929019016913586,27.491782808355637
2,variance,53.81262324227237,51.6996965714498,54.40345828256317
3,lengthscale,0.0,15.184928677056345,18.498394001724474
4,variance_m,214.82868659415976,196.6454160684009,207.36292663548184
5,variance_p,8.821099542570654,6.605150763478153,9.350832980932973
