,parameter,MAP,hpd_l,hpd_u
0,D,0.0034898911614612035,0.6931471805599453,0.6931471805599453
1,S,4.191777736194644,8.705330244249101,8.705330244249101
2,variance,53.065792310977876,52.985422149735875,52.985422149735875
3,lengthscale,16.659066262453646,11.164170120463073,11.164170120463073
4,variance_m,200.61459971387532,200.56935006282532,200.56935006282532
5,variance_p,7.903911985438173,7.977735892287854,7.977735892287854
