,parameter,MAP,hpd_l,hpd_u
0,D,0.0,0.6931471805599453,0.6931471805599453
1,S,30.757211787714837,28.09585350297736,28.09585350297736
2,variance,53.81262324227237,53.243054129499846,53.243054129499846
3,lengthscale,0.0,0.6931844152500405,0.6931844152500405
4,variance_m,214.82868659415976,201.71280202678008,201.71280202678008
5,variance_p,8.821099542570654,8.178405616166478,8.178405616166478
