,parameter,MAP,hpd_l,hpd_u
0,D,0.0034898911614612035,0.6948936485574431,0.6948936485574431
1,S,4.191777736194644,4.206783960189416,4.206783960189416
2,variance,53.065792310977876,53.065792310977876,53.065792310977876
3,lengthscale,16.659066262453646,16.659066320671933,16.659066320671933
4,variance_m,200.61459971387532,200.61459971387532,200.61459971387532
5,variance_p,7.903911985438173,7.90428121329547,7.90428121329547
