,parameter,MAP,hpd_l,hpd_u
0,D,0.0034898911614612035,0.6934569910800402,0.6934569910800402
1,S,4.191777736194644,4.626301147949457,4.626301147949457
2,variance,53.065792310977876,53.026352447080875,53.026352447080875
3,lengthscale,16.659066262453646,15.038505764037552,15.038505764037552
4,variance_m,200.61459971387532,200.5970325344981,200.5970325344981
5,variance_p,7.903911985438173,7.918179692955062,7.918179692955062
