,parameter,MAP,hpd_l,hpd_u
0,D,0.012010624596398352,0.6940854766812798,0.6940854766812798
1,S,0.6641061877467073,8.341485297525475,8.341485297525475
2,variance,156.64238001455212,155.6463681257443,155.6463681257443
3,lengthscale,17.675118594623648,14.045660250070076,14.045660250070076
4,variance_m,17.919554316290547,18.21197199253237,18.21197199253237
5,variance_p,42.0279980395089,43.50727857925577,43.50727857925577
