,parameter,MAP,hpd_l,hpd_u
0,D,0.012010624596398352,0.6931471805599453,0.6931471805599453
1,S,0.6641061877467073,7.440891630596714,7.440891630596714
2,variance,156.64238001455212,156.3533687403618,156.3533687403618
3,lengthscale,17.675118594623648,0.6931471805599453,0.6931471805599453
4,variance_m,17.919554316290547,22.078055861209947,22.078055861209947
5,variance_p,42.0279980395089,43.72898054548928,43.72898054548928
