,parameter,MAP,hpd_l,hpd_u
0,D,0.012010624596398352,1.0853934579059097,1.0853934579059097
1,S,0.6641061877467073,1.373958306238573,1.373958306238573
2,variance,156.64238001455212,156.639618405315,156.639618405315
3,lengthscale,17.675118594623648,17.668197743638032,17.668197743638032
4,variance_m,17.919554316290547,17.917964866707624,17.917964866707624
5,variance_p,42.0279980395089,42.02890556728398,42.02890556728398
