,parameter,MAP,hpd_l,hpd_u
0,D,0.012010624596398352,0.6991705306739067,0.6991705306739067
1,S,0.6641061877467073,1.0793516108840209,1.0793516108840209
2,variance,156.64238001455212,156.64238597225975,156.64238597225975
3,lengthscale,17.675118594623648,17.675119339942096,17.675119339942096
4,variance_m,17.919554316290547,17.919550870416863,17.919550870416863
5,variance_p,42.0279980395089,42.027998252016886,42.027998252016886
