genesID,trID,corr,p_val
FBgn0010651,FBtr0086635,0.7582103949839191,1.2124436678378974e-06
FBgn0010651,FBtr0345426,0.9242493250258701,3.1428707104656296e-13
FBgn0011640,FBtr0076845,,
FBgn0011653,FBtr0073260,0.09774423174241006,0.6073555431994927
FBgn0011706,FBtr0075120,,
FBgn0011723,FBtr0332070,0.675639040720007,4.186216294957902e-05
FBgn0011723,FBtr0332071,0.7196555563853548,7.389402599248302e-06
FBgn0011747,FBtr0300497,0.8496474016900669,2.874909576357976e-09
FBgn0011766,FBtr0084118,0.9015524645553545,1.0680721520283876e-11
FBgn0012037,FBtr0080552,0.3155472080463475,0.08939612846905655
FBgn0013263,FBtr0075704,,
FBgn0013272,FBtr0071813,0.6205876497886791,0.0002534476327407201
FBgn0013272,FBtr0071815,0.8074877311415101,6.940510369232768e-08
FBgn0013272,FBtr0071816,0.8689445113864191,4.760265363236716e-10
FBgn0013272,FBtr0342985,0.8959335374243528,2.241764028918564e-11
FBgn0013272,FBtr0342986,0.84999803562178,2.788799196258671e-09
FBgn0013725,FBtr0087516,0.7020501025191145,1.5341751943575013e-05
FBgn0013733,FBtr0087618,0.7902086031050192,2.0610397791189608e-07
FBgn0013765,FBtr0087704,0.6733861780077479,4.539362111490785e-05
FBgn0013765,FBtr0309888,0.7925688695505266,1.7870483077446205e-07
FBgn0013765,FBtr0309890,0.6353849832117964,0.0001616071025055685
FBgn0013765,FBtr0309892,0.8179846831395238,3.393198235585974e-08
FBgn0014020,FBtr0087217,0.865931480760872,6.418074105142113e-10
FBgn0014143,FBtr0078395,,
FBgn0014163,FBtr0075413,0.8346892275892837,9.83893504680391e-09
FBgn0014163,FBtr0331176,0.7202716757959662,7.195825159544092e-06
FBgn0015371,FBtr0305217,0.861511531471504,9.822771098563735e-10
FBgn0015773,FBtr0073942,0.5142834403119949,0.003644456826059187
FBgn0015773,FBtr0308337,0.5302696727038765,0.002576825877614968
FBgn0015903,FBtr0072070,0.9373278776299498,2.401587643864209e-14
FBgn0016059,FBtr0086891,0.8755177030093397,2.4160838504260223e-10
FBgn0016696,FBtr0304935,0.8360577073405068,8.836733674756242e-09
FBgn0016977,FBtr0306341,0.8024053541270683,9.664664644033433e-08
FBgn0016977,FBtr0330652,0.9407911078841263,1.1072615131970267e-14
FBgn0019650,FBtr0089185,0.7995922723359151,1.1561626663004836e-07
FBgn0019686,FBtr0306234,,
FBgn0019968,FBtr0087357,0.6726087558182703,4.667274384002444e-05
FBgn0020257,FBtr0071924,,
FBgn0020257,FBtr0330249,,
FBgn0020257,FBtr0343014,,
FBgn0020304,FBtr0078037,0.9262771080446476,2.1770723618426875e-13
FBgn0020377,FBtr0088004,,
FBgn0021776,FBtr0083847,,
FBgn0021776,FBtr0083848,,
FBgn0021776,FBtr0335243,,
FBgn0022349,FBtr0085840,0.892889715797854,3.292041932225048e-11
FBgn0023213,FBtr0289951,0.9302582454489934,1.026056198761785e-13
FBgn0023214,FBtr0086652,0.9686574392380234,1.78497289774076e-18
FBgn0023511,FBtr0070352,0.1371590095177961,0.4698299750279267
FBgn0024150,FBtr0305501,0.31910535030155723,0.0856493174874085
FBgn0024234,FBtr0072127,,
FBgn0024236,FBtr0345601,0.6560969257622019,8.266566428700401e-05
FBgn0024248,FBtr0333412,0.6650667268276709,6.086124339562956e-05
FBgn0024250,FBtr0071048,,
FBgn0024320,FBtr0343610,0.8481836404011552,3.261376449869499e-09
FBgn0025790,FBtr0089625,,
FBgn0026059,FBtr0303845,0.8881849528794808,5.831905073836108e-11
FBgn0026061,FBtr0075399,0.7987659006782711,1.2180124011507296e-07
FBgn0026144,FBtr0071053,,
FBgn0026160,FBtr0076267,0.9051726615935488,6.467910667883586e-12
FBgn0026179,FBtr0111038,0.7162993455142858,8.528803681161792e-06
FBgn0026319,FBtr0077429,0.9362481465238135,3.029911754110051e-14
FBgn0026376,FBtr0075794,0.7822837750366314,3.284733990783954e-07
FBgn0026376,FBtr0075796,0.8540874019120441,1.944826496092541e-09
FBgn0027066,FBtr0300285,0.931180065287474,8.56595358621339e-14
FBgn0027108,FBtr0332314,,
FBgn0027660,FBtr0075233,0.8835518646574522,9.995655982788681e-11
FBgn0027660,FBtr0075234,0.8574082215427636,1.4396102075638343e-09
FBgn0027660,FBtr0339898,0.8960130654143632,2.2190201168268595e-11
FBgn0027793,FBtr0070298,,
FBgn0027950,FBtr0082068,0.6767221398652037,4.0253600531184956e-05
FBgn0027951,FBtr0290206,0.927311685227398,1.7978802569421386e-13
FBgn0028343,FBtr0301415,0.8358126381186121,9.009032744484667e-09
FBgn0028371,FBtr0301377,0.8211758611916646,2.7051589934762172e-08
FBgn0028402,FBtr0304820,,
FBgn0028491,FBtr0070610,0.6800171120701654,3.569471372450296e-05
FBgn0028577,FBtr0300416,0.8636530720692959,8.00723905275541e-10
FBgn0028789,FBtr0076522,0.8429870795655845,5.050693059481082e-09
FBgn0028953,FBtr0086922,0.8988123060695766,1.5415926103902048e-11
FBgn0028953,FBtr0345417,0.9297977404673233,1.121848946359582e-13
FBgn0029123,FBtr0079733,,
FBgn0029123,FBtr0330210,,
FBgn0029771,FBtr0070780,0.5913825755661856,0.0005781947320690282
FBgn0029903,FBtr0070967,0.8950109976141865,2.5217641240499793e-11
FBgn0029903,FBtr0112956,0.8972575903242829,1.889686954560374e-11
FBgn0029907,FBtr0299814,,
FBgn0030151,FBtr0089386,0.9109062095610246,2.8009233447635425e-12
FBgn0030251,FBtr0343591,0.3653977485918817,0.0470790720454504
FBgn0030360,FBtr0339626,0.5168574871779074,0.0034504669403658847
FBgn0030510,FBtr0340399,0.2083766255892331,0.26915356519618966
FBgn0030672,FBtr0074057,0.8700434447635524,4.2609274219950523e-10
FBgn0030684,FBtr0074088,,
FBgn0030716,FBtr0074153,0.7279760730277626,5.132595607117013e-06
FBgn0031001,FBtr0074674,0.6401581441820515,0.0001390754099463133
FBgn0031145,FBtr0113007,0.9223127925657962,4.4210767428042844e-13
FBgn0031208,FBtr0475186,,
FBgn0031235,FBtr0078126,,
FBgn0031240,FBtr0078127,,
FBgn0031623,FBtr0077420,0.10191326952717185,0.5920402780818652
FBgn0031632,FBtr0077384,0.6975818530514107,1.8316487984339232e-05
FBgn0031632,FBtr0336962,0.6249567470884876,0.00022244214020367289
FBgn0031644,FBtr0077390,,
FBgn0031717,FBtr0307061,,
FBgn0031805,FBtr0079253,,
FBgn0031879,FBtr0290119,0.4316206060686477,0.01723702046932616
FBgn0031879,FBtr0302162,0.6744204370930067,4.374056726636217e-05
FBgn0031961,FBtr0343419,0.8717428374533135,3.582767599431841e-10
FBgn0032036,FBtr0079656,0.8405219445052978,6.1814398228015236e-09
FBgn0032036,FBtr0079657,0.7413890734022623,2.7723494592074037e-06
FBgn0032036,FBtr0303471,0.47043865862017703,0.008703200962813084
FBgn0032170,FBtr0343739,0.4819955227160919,0.006993606952646406
FBgn0032230,FBtr0302490,0.922711002102542,4.124474174510263e-13
FBgn0032388,FBtr0301171,0.746365840705701,2.1850388490564455e-06
FBgn0032483,FBtr0080487,,
FBgn0032535,FBtr0080554,,
FBgn0032629,FBtr0080971,0.8932176541403856,3.1602976835317005e-11
FBgn0032681,FBtr0081085,0.6962625667251306,1.9288842025697284e-05
FBgn0032682,FBtr0300674,0.7861517447216287,2.622770785513801e-07
FBgn0032693,FBtr0081077,0.08534945680628507,0.6538398890869959
FBgn0032741,FBtr0081141,0.29363425690294676,0.11527806875997547
FBgn0032833,FBtr0332243,,
FBgn0032843,FBtr0343848,-0.18072417721422326,0.3392202968638057
FBgn0032955,FBtr0085923,0.43952070045006203,0.015090742476494098
FBgn0032957,FBtr0085914,0.5612332728744631,0.001252514646639048
FBgn0033000,FBtr0345361,,
FBgn0033010,FBtr0086080,0.9087653246173087,3.853031936906617e-12
FBgn0033067,FBtr0086005,,
FBgn0033069,FBtr0085990,,
FBgn0033074,FBtr0085994,,
FBgn0033380,FBtr0088569,,
FBgn0033483,FBtr0088406,0.6025885058144667,0.0004253332136237217
FBgn0033590,FBtr0088194,,
FBgn0033649,FBtr0113070,0.820283259070786,2.883462371033154e-08
FBgn0033652,FBtr0088030,0.8871751218935531,6.571680398997439e-11
FBgn0033817,FBtr0087744,0.4337633042269754,0.01663133348657455
FBgn0033987,FBtr0087409,0.7262328329991098,5.545808416675097e-06
FBgn0033987,FBtr0087411,0.6470737377535617,0.00011137877696093692
FBgn0034002,FBtr0339994,,
FBgn0034013,FBtr0087382,0.6318287521771865,0.00018044427352211046
FBgn0034158,FBtr0087031,0.7993099632577038,1.1769622823029223e-07
FBgn0034175,FBtr0087060,,
FBgn0034225,FBtr0086926,0.7260686347032391,5.586236717720421e-06
FBgn0034251,FBtr0086834,,
FBgn0034264,FBtr0086860,0.711437884900678,1.0460820697876997e-05
FBgn0034275,FBtr0089546,0.68512689816993,2.953516560361677e-05
FBgn0034324,FBtr0086760,,
FBgn0034326,FBtr0307185,,
FBgn0034356,FBtr0113093,0.669540641865639,5.204151631975341e-05
FBgn0034463,FBtr0340595,0.017508936048363052,0.9268312986114264
FBgn0034464,FBtr0086472,,
FBgn0034467,FBtr0086481,,
FBgn0034468,FBtr0086476,-0.030427736791122442,0.8731846447953036
FBgn0034479,FBtr0305677,0.4408351893958265,0.014756190117771562
FBgn0034479,FBtr0342667,0.5852579470014485,0.0006806433804543955
FBgn0034504,FBtr0345355,0.5431649585482418,0.0019240707087716145
FBgn0034515,FBtr0086267,0.09674702562057308,0.6110434659435515
FBgn0034602,FBtr0071583,0.912316734650288,2.260152722943657e-12
FBgn0034606,FBtr0071622,0.7401317156979619,2.9417333502681243e-06
FBgn0034611,FBtr0342884,0.4747624930052636,0.008026341999204602
FBgn0034644,FBtr0071662,0.8050894100539652,8.123926806990361e-08
FBgn0034655,FBtr0071671,,
FBgn0034657,FBtr0071713,0.693088026986622,2.1821337660075542e-05
FBgn0034846,FBtr0290285,,
FBgn0035157,FBtr0072606,0.9401722381457135,1.2758430697559552e-14
FBgn0035234,FBtr0072744,0.23398455080527322,0.21331823003512457
FBgn0035236,FBtr0072746,0.7296129929009387,4.77011584132764e-06
FBgn0035343,FBtr0072968,,
FBgn0035344,FBtr0072967,,
FBgn0035397,FBtr0072993,0.92312752691762,3.833972757333635e-13
FBgn0035397,FBtr0072998,0.6793065316875613,3.663673631790792e-05
FBgn0035422,FBtr0306567,,
FBgn0035432,FBtr0073058,0.8484063969969945,3.1996455461972857e-09
FBgn0035521,FBtr0113136,,
FBgn0035571,FBtr0073363,,
FBgn0035625,FBtr0331806,0.8252699807616781,2.009387759720912e-08
FBgn0035656,FBtr0077070,0.9363324454268624,2.975866504994501e-14
FBgn0035656,FBtr0332041,0.940271982440588,1.247159443700129e-14
FBgn0035713,FBtr0076951,0.4328859855983202,0.01687715917737998
FBgn0035772,FBtr0302546,0.8789149235980496,1.676235863587699e-10
FBgn0035852,FBtr0076723,,
FBgn0035954,FBtr0076521,0.6694585201538547,5.219250995636829e-05
FBgn0035956,FBtr0076547,0.8939943906224784,2.867386933478731e-11
FBgn0036007,FBtr0333864,0.9645915223548346,9.602359038515694e-18
FBgn0036007,FBtr0333865,0.9281863265142422,1.5259366126954726e-13
FBgn0036150,FBtr0076185,0.06356710795171971,0.7385947871806385
FBgn0036214,FBtr0076035,,
FBgn0036214,FBtr0332130,,
FBgn0036474,FBtr0075659,,
FBgn0036503,FBtr0075603,,
FBgn0036599,FBtr0075470,,
FBgn0036778,FBtr0075135,0.41169964184075936,0.02379286788476817
FBgn0036962,FBtr0074849,,
FBgn0037007,FBtr0078218,0.6302974139843397,0.00018913864140251846
FBgn0037007,FBtr0078219,0.48052745379628037,0.007193565441409844
FBgn0037046,FBtr0078326,,
FBgn0037050,FBtr0305500,,
FBgn0037085,FBtr0332718,0.8600623621124217,1.1257980640823154e-09
FBgn0037086,FBtr0078393,0.04614441067993036,0.8086773577715487
FBgn0037213,FBtr0078961,0.5680116779467614,0.0010594615356616809
FBgn0037213,FBtr0078962,0.5502874233853152,0.0016291877752585662
FBgn0037261,FBtr0078895,0.6005397791242736,0.00045027348118607157
FBgn0037262,FBtr0345249,,
FBgn0037363,FBtr0334946,0.6400315503151295,0.00013963490533233468
FBgn0037550,FBtr0339725,,
FBgn0037753,FBtr0113213,0.9479926974428463,1.8844490988233724e-15
FBgn0037797,FBtr0082222,0.05696067370429869,0.7649610816260277
FBgn0037798,FBtr0110952,,
FBgn0037902,FBtr0082391,,
FBgn0037978,FBtr0082557,,
FBgn0037992,FBtr0082550,0.4630167089872339,0.009977377005894173
FBgn0037992,FBtr0308292,0.5882209419199741,0.0006292472180264335
FBgn0038028,FBtr0082606,,
FBgn0038028,FBtr0344387,,
FBgn0038071,FBtr0082648,0.46346659637209187,0.009895910334844306
FBgn0038150,FBtr0082759,,
FBgn0038194,FBtr0089766,0.5373890988230525,0.0021961475444975016
FBgn0038242,FBtr0082957,,
FBgn0038243,FBtr0082981,,
FBgn0038385,FBtr0083201,0.8039731062523926,8.735204659683357e-08
FBgn0038475,FBtr0083422,0.840348010744702,6.26937956622516e-09
FBgn0038476,FBtr0305987,0.883007268246149,1.0633291361023556e-10
FBgn0038535,FBtr0089416,0.8721914031445887,3.42112549619472e-10
FBgn0038803,FBtr0083908,0.8825320423808867,1.1220059694136573e-10
FBgn0038833,FBtr0083968,,
FBgn0038894,FBtr0084113,0.03522541684933418,0.8533887171367778
FBgn0039026,FBtr0084312,0.8602363390720678,1.1076053447311108e-09
FBgn0039167,FBtr0084572,,
FBgn0039229,FBtr0331696,,
FBgn0039283,FBtr0084780,,
FBgn0039286,FBtr0084803,0.8347396922638157,9.800202732620665e-09
FBgn0039286,FBtr0330288,0.8347396922638157,9.800202732620665e-09
FBgn0039286,FBtr0330289,0.9067213099562509,5.186860610963422e-12
FBgn0039288,FBtr0084804,,
FBgn0039350,FBtr0084889,0.8967575239873837,2.0161886270823926e-11
FBgn0039350,FBtr0336450,0.9563222277573291,1.7232536565200993e-16
FBgn0039350,FBtr0445401,0.936005653780571,3.1904773159314354e-14
FBgn0039600,FBtr0113301,0.8767775768895668,2.1123817652555902e-10
FBgn0039678,FBtr0339147,,
FBgn0039734,FBtr0085550,,
FBgn0039734,FBtr0085551,,
FBgn0039944,FBtr0113726,,
FBgn0040022,FBtr0302247,0.8314000100244346,1.268783898337025e-08
FBgn0040038,FBtr0113686,0.889613575822918,4.915677855022128e-11
FBgn0040392,FBtr0070407,0.11489757963154287,0.54545351062406
FBgn0040532,FBtr0081920,,
FBgn0040670,FBtr0344948,,
FBgn0040984,FBtr0337080,,
FBgn0041160,FBtr0075580,0.8276646895764079,1.6826212715891567e-08
FBgn0041184,FBtr0081040,0.8064349536811041,7.439113826442792e-08
FBgn0041184,FBtr0329928,0.8064349536811041,7.439113826442792e-08
FBgn0041706,FBtr0072251,,
FBgn0043791,FBtr0082060,,
FBgn0044028,FBtr0075435,0.6591526134988941,7.456097445317682e-05
FBgn0044050,FBtr0076373,,
FBgn0044324,FBtr0346095,0.8196504291907515,3.01631330443601e-08
FBgn0046253,FBtr0273227,0.1626900461778611,0.39035712043803367
FBgn0046687,FBtr0308339,0.8194930250052651,3.0502148338888987e-08
FBgn0050015,FBtr0113357,0.7953927238539107,1.5030464132633174e-07
FBgn0050062,FBtr0303158,,
FBgn0050089,FBtr0340007,0.9088826905832,3.787024679024628e-12
FBgn0050115,FBtr0340387,0.7631248749813003,9.402953980236852e-07
FBgn0050163,FBtr0343491,0.005610416990510192,0.9765264822934094
FBgn0050285,FBtr0071678,,
FBgn0050286,FBtr0300952,,
FBgn0050287,FBtr0071695,,
FBgn0050357,FBtr0088721,,
FBgn0050372,FBtr0339300,0.8661615385276467,6.274894644487138e-10
FBgn0050398,FBtr0071710,,
FBgn0050431,FBtr0085991,0.16926991590878582,0.37120877471583164
FBgn0050432,FBtr0307499,,
FBgn0051131,FBtr0300438,,
FBgn0051184,FBtr0084505,,
FBgn0051313,FBtr0082982,0.13246767559373104,0.485295973514125
FBgn0051313,FBtr0334960,0.15480588528033856,0.41403172972246977
FBgn0051313,FBtr0334961,0.3674898071306192,0.045735927843176934
FBgn0051485,FBtr0081662,,
FBgn0051523,FBtr0078937,0.7239730675062894,6.126093798787288e-06
FBgn0051606,FBtr0079577,,
FBgn0051712,FBtr0331636,0.3172935530617022,0.0875419005060203
FBgn0051716,FBtr0331637,0.8848945383993113,8.570889394398815e-11
FBgn0051721,FBtr0080096,0.8613611355739137,9.96348897099447e-10
FBgn0052141,FBtr0075735,,
FBgn0052227,FBtr0074848,0.67004267485411,5.112691301729735e-05
FBgn0052475,FBtr0329896,0.46329222935529146,0.009927418436208665
FBgn0052639,FBtr0073734,,
FBgn0052672,FBtr0346376,0.9626089000110131,2.033868586626433e-17
FBgn0052801,FBtr0070355,0.16541561620195055,0.3823575217103746
FBgn0052829,FBtr0079370,,
FBgn0052971,FBtr0080621,,
FBgn0052982,FBtr0301040,0.9564011586410504,1.6809848901776556e-16
FBgn0053099,FBtr0084288,0.32178933528975057,0.08290329824905636
FBgn0053113,FBtr0079042,0.9528885985678112,4.866710041563922e-16
FBgn0053113,FBtr0079043,0.9562657739094225,1.7540867851866517e-16
FBgn0053113,FBtr0079044,0.9048391537901008,6.7794317237836524e-12
FBgn0053180,FBtr0303648,0.8715105628370453,3.669199311464109e-10
FBgn0053200,FBtr0071826,,
FBgn0053207,FBtr0083162,0.9304102752768857,9.961296586834583e-14
FBgn0053526,FBtr0091487,0.7745836694666302,5.074160033551176e-07
FBgn0053526,FBtr0091489,0.912556851119726,2.1783256270461928e-12
FBgn0053552,FBtr0091522,,
FBgn0063261,FBtr0083346,,
FBgn0067905,FBtr0100038,,
FBgn0069056,FBtr0308585,,
FBgn0082598,FBtr0302543,,
FBgn0082598,FBtr0332730,,
FBgn0083940,FBtr0110782,0.9309966239621646,8.881011693202079e-14
FBgn0083972,FBtr0110944,0.30251419905431076,0.10419177769858608
FBgn0085412,FBtr0329899,0.5967454707242401,0.0004998847241981134
FBgn0085424,FBtr0342628,0.8663895304029147,6.135901028833124e-10
FBgn0085432,FBtr0100246,0.9530328945372188,4.6662984598239785e-16
FBgn0085432,FBtr0112657,0.9685474688844915,1.873413110978808e-18
FBgn0086690,FBtr0333940,0.8034400885052837,9.041634359335976e-08
FBgn0086690,FBtr0333946,0.5210084100361899,0.003156330548254495
FBgn0250906,FBtr0330718,0.03807380403285747,0.8416762319390629
FBgn0259111,FBtr0331659,0.22722585260968625,0.2272176642468892
FBgn0259111,FBtr0331660,0.383848647671683,0.03625392817962324
FBgn0259167,FBtr0299616,-0.06601436067525546,0.7288993279624728
FBgn0259167,FBtr0299617,-0.15313575380834607,0.4191477772930419
FBgn0259211,FBtr0299706,0.5942020427562282,0.0005357762513429691
FBgn0259211,FBtr0300538,0.44093018701005654,0.014732253360710058
FBgn0259211,FBtr0345791,0.6586108224749786,7.594404312247069e-05
