,D,S,variance,lengthscale,variance_m,variancve_p,D_95_l,S_95_l,variance_95_l,lengthscale_95_l,variance_m_95_l,variancve_p_95_l,D_95_u,S_95_u,variance_95_u,lengthscale_95_u,variance_m_95_u,variancve_p_95_u,gene_id,tr_id
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FBgn0000071,FBtr0081619
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FBgn0000071,FBtr0081620
2,0.015545047799587614,0.29122523884010837,66.80804197332219,16.219047901374555,7.36103364227748,13.958894397656762,,0.1357609256615829,13.614775596596687,2.1350890934937765,1.6416614659871012,1.5431560110997737,,0.6247168640326822,327.82872113036393,123.20680932177181,33.006084022420865,126.26768220671832,FBgn0000117,FBtr0332583
3,0.02912522867321717,0.1621157255898607,125.35889691846074,17.464649708400774,1.7079362864876826,27.656074935511825,,0.07161775242655448,14.258829552948091,2.398950724894918,0.7247705856636452,1.404796828597773,,0.3669691884072913,1102.1138150405995,127.14474969072317,4.024785796225857,544.461992843552,FBgn0000163,FBtr0343764
4,0.012783464857759576,1.7338846853930796,184.098614454186,17.16124961363098,32.268802364841434,24.28176002839369,7.00198769884733e-05,0.5933545558634281,13.71211682455427,1.2629581822657698,1.299660889497174,0.9871330873585061,2.3338654793191913,5.066711079458921,2471.704425917676,233.18942181679827,801.1902292943935,597.2891372269095,FBgn0000180,FBtr0079929
5,0.012783464857759576,1.7338846853930796,184.098614454186,17.16124961363098,32.268802364841434,24.28176002839369,7.00198769884733e-05,0.5933545558634281,13.71211682455427,1.2629581822657698,1.299660889497174,0.9871330873585061,2.3338654793191913,5.066711079458921,2471.704425917676,233.18942181679827,801.1902292943935,597.2891372269095,FBgn0000180,FBtr0329984
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FBgn0000229,FBtr0302378
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FBgn0000233,FBtr0071379
8,0.011243843349211273,0.400739172365793,75.1420212998602,17.088715914351205,11.700732717465714,11.60740828989816,,0.19076313605919226,13.879167035136144,2.408708581306584,1.7061582161438185,1.741484960019073,,0.841839191711497,406.8200455210718,121.2368378091608,80.24293692703594,77.36611587327228,FBgn0000395,FBtr0071610
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FBgn0000411,FBtr0333034
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FBgn0000411,FBtr0333035
